Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
-10.1,-13.0,80.0,6.0,17.0,16.1,102.55,-17.0,11,38,49,3,10
-10.5,-13.0,82.0,5.0,15.0,16.1,102.41,-17.0,9,38,47,4,10
-9.6,-12.1,82.0,7.0,17.0,16.1,102.32,-17.0,7,36,43,5,9
-7.4,-10.2,81.0,10.0,21.0,16.1,102.26,-15.0,1,15,16,24,6
-8.1,-11.2,79.0,9.0,22.0,16.1,102.15,-16.0,1,13,15,26,5
-7.9,-13.7,64.0,10.0,15.0,16.1,102.05,-14.0,1,15,16,27,5
-8.2,-13.3,67.0,8.0,15.0,16.1,101.97,-15.0,2,22,24,20,5
-8.7,-12.7,73.0,11.0,9.0,16.1,101.89,-13.0,26,43,69,4,6
-9.0,-12.8,74.0,14.0,8.0,16.1,101.85,-13.0,63,49,112,1,8
-8.3,-12.2,74.0,6.0,5.0,16.1,101.82,-11.0,42,41,83,5,8
-7.0,-11.8,69.0,,4.0,16.1,101.78,-9.0,7,18,26,23,6
-6.3,-10.4,73.0,,5.0,16.1,101.73,-9.0,14,23,37,19,6
-5.9,-10.0,73.0,24.0,11.0,16.1,101.64,-11.0,36,37,72,12,8
-4.8,-10.5,65.0,23.0,15.0,16.1,101.56,-10.0,23,34,57,14,10
-3.9,-11.8,55.0,26.0,11.0,16.1,101.53,-8.0,11,27,38,18,10
-3.6,-12.1,52.0,25.0,11.0,16.1,101.5,-8.0,5,22,27,22,9
-3.8,-14.2,45.0,,4.0,16.1,101.49,-5.0,2,23,24,21,8
-4.8,-14.0,49.0,22.0,11.0,16.1,101.47,-9.0,1,23,24,21,7
-5.3,-13.2,54.0,25.0,11.0,16.1,101.49,-10.0,1,31,32,14,9
-5.9,-12.0,62.0,24.0,22.0,16.1,101.48,-13.0,2,35,37,10,12
-6.9,-12.2,66.0,27.0,18.0,16.1,101.51,-14.0,2,37,39,6,17
-8.0,-12.6,70.0,28.0,13.0,16.1,101.49,-14.0,4,40,44,3,20
-8.4,-12.3,74.0,27.0,18.0,16.1,101.46,-15.0,1,32,33,9,20
-9.3,-12.8,76.0,28.0,18.0,16.1,101.47,-17.0,1,32,33,7,21
-10.1,-13.1,79.0,28.0,15.0,16.1,101.48,-17.0,7,38,45,2,23
-10.8,-13.8,79.0,29.0,11.0,16.1,101.45,-17.0,14,40,54,1,23
-10.5,-13.3,80.0,28.0,11.0,16.1,101.41,-16.0,9,38,47,1,23
-10.1,-12.7,81.0,26.0,17.0,16.1,101.37,-17.0,3,33,36,5,23
-9.8,-12.3,82.0,25.0,21.0,16.1,101.3,-18.0,3,32,35,6,23
-9.1,-12.1,79.0,26.0,13.0,16.1,101.2,-15.0,2,30,33,6,24
-8.7,-12.2,76.0,24.0,21.0,16.1,101.15,-16.0,2,28,30,8,19
-9.1,-13.1,73.0,25.0,22.0,16.1,101.14,-17.0,5,32,37,5,19
-9.2,-12.0,80.0,25.0,21.0,16.1,101.07,-17.0,14,31,44,5,20
-8.6,-10.8,85.0,25.0,30.0,16.1,101.04,-18.0,22,28,50,7,22
,,,,,,,,15,24,39,11,20
-6.8,-10.1,78.0,23.0,28.0,16.1,100.92,-15.0,10,19,29,16,18
-6.8,-10.0,78.0,24.0,26.0,16.1,100.8,-15.0,8,18,26,19,19
-5.7,-9.9,73.0,23.0,26.0,16.1,100.67,-13.0,5,15,20,24,18
-4.7,-9.7,68.0,22.0,26.0,16.1,100.52,-12.0,4,19,23,22,19
-4.3,-10.0,65.0,22.0,34.0,16.1,100.43,-13.0,2,17,19,27,19
-4.1,-9.8,65.0,23.0,34.0,16.1,100.35,-12.0,1,17,18,27,20
-4.0,-9.1,68.0,23.0,43.0,16.1,100.29,-13.0,0,17,18,26,23
-4.1,-8.2,73.0,23.0,43.0,16.1,100.25,-13.0,0,19,19,23,23
-3.8,-8.0,73.0,22.0,39.0,16.1,100.15,-12.0,1,16,17,25,22
-3.1,-6.9,75.0,24.0,35.0,16.1,100.1,-11.0,1,16,16,24,23
-2.4,-6.2,75.0,24.0,30.0,16.1,100.02,-10.0,2,18,20,22,24
-2.4,-5.5,80.0,25.0,37.0,16.1,99.94,-10.0,1,16,18,22,26
-2.1,-5.6,77.0,25.0,43.0,16.1,99.92,-10.0,2,20,21,18,28
-1.9,-5.1,79.0,25.0,35.0,16.1,99.9,-9.0,6,23,28,14,30
-1.7,-4.4,82.0,25.0,34.0,12.9,99.83,-9.0,5,23,29,11,31
-1.6,-4.2,83.0,24.0,35.0,11.3,99.82,-9.0,3,22,25,11,34
-1.2,-3.7,83.0,24.0,39.0,11.3,99.84,-9.0,3,23,26,10,35
-1.4,-3.1,88.0,25.0,24.0,4.0,99.9,-8.0,1,23,23,11,29
-1.4,-4.0,83.0,32.0,21.0,4.0,99.97,-7.0,1,10,11,27,6
-2.9,-7.4,71.0,32.0,17.0,16.1,100.14,-8.0,1,11,12,29,5
-3.7,-10.1,61.0,30.0,32.0,16.1,100.3,-12.0,1,12,12,29,5
-5.2,-13.1,54.0,30.0,34.0,16.1,100.46,-14.0,1,13,14,28,5
-6.0,-14.6,51.0,31.0,34.0,16.1,100.64,-15.0,3,12,15,25,6
-7.0,-13.4,61.0,35.0,24.0,16.1,100.86,-15.0,4,11,15,24,7
-7.3,-15.2,54.0,33.0,21.0,16.1,100.98,-15.0,4,11,15,27,6
-7.5,-15.0,56.0,32.0,26.0,16.1,101.03,-16.0,4,11,14,29,8
-7.0,-15.3,52.0,33.0,17.0,16.1,101.08,-13.0,3,10,13,29,7
-7.5,-15.9,51.0,33.0,22.0,16.1,101.13,-15.0,2,9,12,29,6
-7.6,-16.2,51.0,31.0,30.0,16.1,101.17,-16.0,2,11,13,27,6
-8.0,-15.7,54.0,30.0,22.0,16.1,101.31,-16.0,1,10,11,28,6
-8.9,-16.2,56.0,32.0,15.0,16.1,101.42,-15.0,1,18,19,21,7
-9.4,-16.0,59.0,31.0,18.0,16.1,101.52,-17.0,0,15,15,23,7
-9.8,-15.6,63.0,32.0,17.0,16.1,101.59,-17.0,0,20,20,18,8
-10.3,-15.5,66.0,30.0,11.0,16.1,101.66,-16.0,1,26,27,14,8
-10.5,-15.2,69.0,32.0,9.0,16.1,101.68,-15.0,1,30,31,11,8
-11.0,-15.3,71.0,32.0,8.0,16.1,101.73,-16.0,2,35,38,6,9
-11.2,-16.9,63.0,31.0,8.0,16.1,101.75,-16.0,6,35,41,7,8
-11.3,-15.6,71.0,,0.0,16.1,101.73,,6,33,39,9,9
-12.2,-15.6,76.0,8.0,11.0,16.1,101.78,-18.0,3,28,31,12,9
-13.0,-17.2,71.0,6.0,18.0,16.1,101.75,-21.0,4,26,30,14,9
-12.8,-17.5,68.0,5.0,17.0,16.1,101.8,-21.0,4,26,30,13,8
-12.3,-16.0,74.0,4.0,17.0,16.1,101.75,-20.0,5,28,32,11,9
-12.0,-14.8,80.0,5.0,24.0,14.5,101.67,-21.0,6,30,37,9,8
-10.6,-12.4,87.0,6.0,17.0,8.1,101.65,-18.0,8,34,42,6,9
-8.1,-10.8,81.0,13.0,21.0,14.5,101.6,-16.0,6,27,33,13,7
-8.3,-12.0,75.0,13.0,17.0,16.1,101.5,-15.0,3,16,19,21,6
-7.8,-11.8,73.0,13.0,21.0,16.1,101.45,-15.0,4,15,19,24,6
-6.5,-12.1,65.0,12.0,24.0,16.1,101.35,-14.0,4,13,17,28,6
-6.2,-11.2,68.0,11.0,21.0,16.1,101.26,-13.0,4,14,17,28,6
-5.9,-10.8,69.0,11.0,17.0,16.1,101.0,-12.0,4,18,22,24,6
-5.1,-10.5,66.0,12.0,15.0,16.1,100.79,-11.0,3,15,18,27,7
-4.1,-9.0,69.0,10.0,13.0,16.1,100.6,-9.0,3,16,19,26,8
-2.7,-7.7,69.0,10.0,17.0,16.1,100.46,-8.0,3,17,20,26,8
-2.1,-7.1,69.0,9.0,18.0,16.1,100.34,-8.0,2,17,20,26,8
-2.0,-6.0,74.0,9.0,17.0,16.1,100.17,-7.0,2,20,22,24,9
-1.0,-5.1,74.0,7.0,26.0,16.1,99.98,-7.0,2,21,23,22,11
-1.3,-4.4,80.0,8.0,15.0,16.1,99.96,-6.0,3,27,30,17,12
-1.4,-3.8,84.0,6.0,15.0,16.1,99.84,-6.0,5,32,37,11,13
-1.5,-3.6,86.0,7.0,9.0,16.1,99.74,-5.0,2,24,26,17,10
2.1,-0.3,84.0,18.0,9.0,16.1,99.71,,0,15,15,24,8
2.5,-0.1,83.0,21.0,11.0,16.1,99.63,,0,11,11,28,7
3.3,0.6,83.0,21.0,11.0,16.1,99.54,,0,10,10,29,7
4.5,0.2,74.0,20.0,26.0,16.1,99.47,,0,9,9,31,7
4.4,0.2,74.0,20.0,22.0,16.1,99.43,,0,8,8,32,8
4.5,0.1,73.0,21.0,30.0,16.1,99.4,,0,8,8,32,8
4.3,0.5,76.0,20.0,22.0,16.1,99.36,,0,9,9,31,8
4.4,0.6,76.0,19.0,24.0,16.1,99.36,,0,8,8,31,8
4.0,0.5,78.0,21.0,24.0,16.1,99.38,,0,9,9,30,9
4.1,1.1,81.0,23.0,26.0,16.1,99.45,,0,7,7,31,14
3.1,1.5,89.0,23.0,18.0,16.1,99.5,,0,11,11,26,15
2.9,1.7,92.0,23.0,28.0,14.5,99.57,,0,10,11,25,14
2.8,1.8,93.0,23.0,17.0,11.3,99.63,,2,12,14,21,13
3.0,1.7,91.0,22.0,13.0,12.9,99.6,,1,10,12,22,14
2.9,1.4,90.0,22.0,21.0,16.1,99.55,,1,10,11,22,14
3.2,1.7,90.0,22.0,15.0,16.1,99.48,,2,15,16,18,15
3.1,1.5,89.0,21.0,18.0,16.1,99.5,,1,12,13,22,13
3.2,1.6,89.0,20.0,21.0,16.1,99.54,,0,10,10,25,12
2.8,1.5,91.0,21.0,18.0,16.1,99.57,,0,12,13,22,11
2.5,1.3,92.0,21.0,18.0,16.1,99.63,,0,16,16,17,12
2.5,1.2,91.0,22.0,21.0,16.1,99.68,,3,18,21,13,10
2.1,0.9,92.0,24.0,21.0,11.3,99.74,,2,16,18,13,9
1.9,0.9,93.0,24.0,18.0,14.5,99.75,,1,15,15,14,7
1.8,-0.2,87.0,31.0,18.0,16.1,99.79,,0,16,16,12,6
1.4,-0.5,87.0,28.0,15.0,16.1,99.85,,0,14,14,14,5
1.6,-1.5,80.0,30.0,18.0,16.1,99.9,,0,10,10,20,4
0.8,-3.0,76.0,29.0,17.0,16.1,99.94,,0,9,9,23,4
0.9,-2.9,76.0,28.0,22.0,16.1,99.95,,0,8,8,24,5
1.0,-3.0,75.0,30.0,22.0,16.1,100.03,,0,6,6,25,4
0.7,-3.8,72.0,28.0,32.0,16.1,100.05,,0,6,6,25,4
0.3,-3.7,75.0,28.0,30.0,16.1,100.07,,0,8,8,23,4
0.2,-3.6,75.0,28.0,18.0,16.1,100.14,,0,9,9,20,4
-0.6,-4.0,78.0,30.0,22.0,16.1,100.21,-6.0,0,10,10,20,5
-1.1,-4.8,76.0,31.0,22.0,16.1,100.26,-7.0,1,13,14,17,5
-1.6,-5.5,75.0,31.0,21.0,16.1,100.32,-7.0,1,15,16,17,5
-1.6,-5.9,73.0,31.0,21.0,16.1,100.37,-7.0,3,16,19,17,5
-1.7,-7.1,67.0,30.0,28.0,16.1,100.42,-8.0,3,9,12,23,5
-1.4,-7.4,64.0,29.0,28.0,16.1,100.44,-8.0,2,7,9,27,5
-0.7,-8.2,57.0,31.0,30.0,16.1,100.42,-7.0,2,8,10,27,5
0.0,-8.0,55.0,31.0,21.0,16.1,100.37,-5.0,2,7,9,28,5
-1.5,-8.4,59.0,31.0,28.0,16.1,100.39,-8.0,1,6,7,28,5
-2.4,-8.7,62.0,29.0,21.0,16.1,100.44,-8.0,1,8,9,26,5
-2.6,-9.2,61.0,28.0,22.0,16.1,100.44,-9.0,1,11,13,22,6
-3.3,-9.5,62.0,28.0,22.0,16.1,100.48,-10.0,1,15,16,18,6
-3.6,-9.9,62.0,28.0,21.0,16.1,100.52,-10.0,1,16,17,18,7
-5.0,-9.9,69.0,32.0,11.0,16.1,100.62,-10.0,0,15,16,18,7
-5.7,-10.7,68.0,31.0,11.0,16.1,100.64,-10.0,0,14,14,19,7
-6.1,-10.2,73.0,30.0,15.0,16.1,100.65,-12.0,0,12,12,21,7
-6.0,-11.1,67.0,30.0,18.0,16.1,100.67,-12.0,0,11,11,21,7
-6.7,-11.9,67.0,33.0,17.0,16.1,100.62,-13.0,0,9,9,23,6
-7.0,-11.8,69.0,34.0,11.0,16.1,100.6,-12.0,0,10,10,23,6
-7.5,-12.1,70.0,32.0,13.0,16.1,100.59,-13.0,0,14,14,18,7
-7.9,-11.8,74.0,32.0,11.0,16.1,100.6,-13.0,0,12,12,20,7
-8.6,-12.1,76.0,31.0,11.0,16.1,100.64,-14.0,0,11,11,21,7
-9.7,-13.9,72.0,32.0,17.0,16.1,100.67,-17.0,0,12,13,21,7
-10.6,-15.1,70.0,32.0,11.0,16.1,100.68,-16.0,0,16,17,18,6
-10.9,-15.4,70.0,34.0,13.0,16.1,100.71,-17.0,2,21,23,14,6
-11.3,-16.1,68.0,31.0,13.0,16.1,100.73,-18.0,2,24,25,13,6
-11.0,-15.7,69.0,33.0,8.0,16.1,100.77,-16.0,4,25,29,13,5
-10.7,-16.4,63.0,34.0,18.0,16.1,100.8,-18.0,7,22,29,17,4
-9.4,-17.6,52.0,35.0,11.0,16.1,100.83,-15.0,8,23,32,19,4
-8.3,-18.2,45.0,29.0,11.0,16.1,100.85,-14.0,10,21,31,21,4
-7.3,-18.1,42.0,8.0,5.0,16.1,100.81,-10.0,7,20,28,23,4
-6.2,-17.0,43.0,,4.0,16.1,100.79,-8.0,7,20,27,23,4
-5.0,-16.2,42.0,14.0,11.0,16.1,100.79,-10.0,8,22,30,21,5
-4.7,-16.0,41.0,19.0,9.0,16.1,100.83,-9.0,10,29,39,16,6
-5.0,-16.0,42.0,12.0,8.0,16.1,100.85,-9.0,4,24,28,18,7
-5.8,-15.4,47.0,,4.0,16.1,100.94,-8.0,2,27,29,16,7
-6.6,-17.2,43.0,31.0,13.0,16.1,101.0,-12.0,3,37,40,7,9
-7.2,-16.5,48.0,31.0,9.0,16.1,101.04,-12.0,6,38,43,6,10
-7.7,-16.1,51.0,33.0,11.0,16.1,101.03,-13.0,6,41,47,3,10
-8.4,-18.5,45.0,32.0,15.0,16.1,101.08,-15.0,5,38,42,7,9
-9.0,-17.3,51.0,32.0,8.0,16.1,101.12,-13.0,5,40,45,6,8
-10.7,-16.7,62.0,,5.0,16.1,101.12,-14.0,2,26,28,18,7
-9.7,-16.9,56.0,,0.0,16.1,101.17,,2,26,27,17,6
-10.9,-16.2,66.0,,0.0,16.1,101.15,,1,25,26,18,6
-10.5,-17.1,59.0,,0.0,16.1,101.14,,2,28,30,15,6
-10.3,-16.5,61.0,5.0,17.0,16.1,101.12,-18.0,4,35,39,8,6
-10.0,-15.4,65.0,4.0,11.0,16.1,101.12,-16.0,5,39,44,5,6
-9.8,-15.4,64.0,32.0,8.0,16.1,101.15,-14.0,17,45,62,1,6
-10.1,-15.0,68.0,32.0,5.0,16.1,101.15,-13.0,18,44,63,1,6
-10.5,-14.5,73.0,,4.0,16.1,101.14,-13.0,30,47,77,1,6
-10.0,-12.7,81.0,10.0,8.0,16.1,101.17,-14.0,51,48,100,1,7
-6.4,-8.7,84.0,,13.0,16.1,101.14,-12.0,44,44,88,4,7
-5.0,-7.9,81.0,5.0,18.0,16.1,101.1,-11.0,23,34,57,9,8
-3.8,-6.9,79.0,6.0,22.0,16.1,101.11,-10.0,7,20,27,19,8
-3.2,-6.0,81.0,5.0,17.0,16.1,101.1,-9.0,4,15,18,25,7
-2.4,-6.2,75.0,7.0,22.0,16.1,101.03,-9.0,3,15,18,25,7
-2.8,-5.8,80.0,5.0,24.0,16.1,100.95,-9.0,3,15,19,24,7
-2.8,-6.0,79.0,5.0,26.0,16.1,100.97,-10.0,3,17,20,23,8
-3.2,-6.3,79.0,5.0,26.0,16.1,101.01,-10.0,2,17,20,23,9
-3.3,-6.9,76.0,5.0,28.0,16.1,101.02,-11.0,2,18,19,24,10
-3.0,-6.2,79.0,5.0,22.0,16.1,101.05,-9.0,4,26,30,15,12
-3.3,-6.6,78.0,5.0,22.0,16.1,101.11,-10.0,3,27,30,13,13
-3.8,-7.3,77.0,6.0,17.0,16.1,101.12,-10.0,2,23,25,16,13
-4.3,-8.1,75.0,5.0,21.0,16.1,101.14,-11.0,2,23,24,16,12
-4.4,-8.5,73.0,2.0,8.0,16.1,101.17,-8.0,1,20,22,18,11
-4.4,-8.9,71.0,2.0,9.0,16.1,101.18,-8.0,1,20,21,19,10
-4.2,-9.6,66.0,35.0,11.0,16.1,101.24,-9.0,2,20,22,19,11
-4.1,-9.7,65.0,33.0,13.0,16.1,101.25,-9.0,1,22,23,17,11
-4.1,-9.4,67.0,36.0,13.0,16.1,101.32,-9.0,0,14,14,24,12
-4.8,-8.8,74.0,31.0,13.0,16.1,101.39,-10.0,0,15,15,22,11
-5.8,-9.2,77.0,31.0,17.0,16.1,101.42,-12.0,1,25,26,12,14
-6.2,-9.4,78.0,32.0,8.0,16.1,101.45,-10.0,1,23,23,13,14
-6.7,-9.6,80.0,32.0,8.0,16.1,101.52,-11.0,4,32,36,6,14
-6.4,-9.3,80.0,32.0,13.0,16.1,101.61,-12.0,6,35,41,4,14
-6.7,-9.7,80.0,32.0,13.0,16.1,101.71,-12.0,18,36,53,5,16
-6.1,-9.4,78.0,30.0,8.0,16.1,101.77,-10.0,14,29,43,10,19
-5.1,-8.9,75.0,30.0,13.0,16.1,101.79,-10.0,13,24,37,15,18
-3.8,-9.4,65.0,29.0,9.0,16.1,101.83,-8.0,10,20,30,20,15
-2.4,-9.1,60.0,24.0,13.0,16.1,101.81,-7.0,8,18,26,23,15
-1.1,-9.0,55.0,27.0,9.0,16.1,101.74,-4.0,4,15,19,27,12
-0.3,-9.6,50.0,32.0,15.0,16.1,101.73,-5.0,2,12,14,30,10
0.8,-8.6,49.0,28.0,8.0,16.1,101.74,,1,11,12,31,9
0.0,-7.5,57.0,27.0,22.0,16.1,101.8,-6.0,1,14,14,28,10
-1.1,-7.7,61.0,28.0,17.0,16.1,101.84,-6.0,0,15,15,28,11
-2.0,-7.9,64.0,27.0,18.0,16.1,101.88,-7.0,0,21,22,22,12
-2.3,-7.2,69.0,25.0,24.0,16.1,101.97,-9.0,0,17,17,25,14
-2.4,-6.8,72.0,25.0,22.0,16.1,101.95,-9.0,1,22,22,20,13
-2.1,-6.8,71.0,25.0,22.0,16.1,101.9,-8.0,1,25,26,16,13
-1.9,-6.3,72.0,24.0,22.0,16.1,101.87,-8.0,0,15,15,24,12
-1.9,-6.2,73.0,23.0,32.0,16.1,101.84,-9.0,1,14,14,25,13
-2.1,-6.4,72.0,25.0,28.0,16.1,101.81,-9.0,0,13,14,25,14
-2.1,-6.3,73.0,24.0,30.0,16.1,101.77,-9.0,0,15,16,22,15
-1.8,-6.0,73.0,24.0,28.0,16.1,101.72,-9.0,0,13,12,23,16
-1.6,-6.0,72.0,23.0,34.0,16.1,101.66,-9.0,0,12,12,23,15
-1.5,-6.4,70.0,24.0,35.0,16.1,101.6,-9.0,0,12,12,24,14
-1.7,-6.3,71.0,23.0,32.0,16.1,101.54,-9.0,1,13,13,24,13
-1.9,-6.8,69.0,24.0,34.0,16.1,101.51,-9.0,0,11,12,25,12
-2.0,-6.5,72.0,23.0,35.0,16.1,101.48,-10.0,3,19,22,18,13
-1.9,-6.3,72.0,24.0,34.0,16.1,101.45,-9.0,3,17,21,20,12
-1.7,-6.3,71.0,24.0,35.0,16.1,101.34,-9.0,5,15,20,22,12
-1.6,-6.3,71.0,23.0,39.0,16.1,101.25,-9.0,3,10,13,27,12
-0.9,-6.0,68.0,24.0,37.0,16.1,101.21,-8.0,3,9,12,28,13
-0.3,-5.9,66.0,23.0,41.0,16.1,101.05,-8.0,2,8,10,30,13
0.8,-4.9,66.0,23.0,37.0,16.1,100.92,,3,9,12,29,13
0.8,-4.2,69.0,21.0,39.0,16.1,100.78,,2,9,12,29,13
0.8,-3.9,71.0,22.0,39.0,16.1,100.68,,1,9,11,29,14
0.4,-3.9,73.0,22.0,41.0,16.1,100.6,,1,12,13,26,15
-0.4,-4.0,77.0,23.0,39.0,16.1,100.53,-8.0,0,13,13,25,18
-1.0,-4.0,80.0,23.0,39.0,16.1,100.53,-9.0,0,11,11,26,19
-1.6,-4.1,83.0,23.0,35.0,16.1,100.45,-9.0,0,12,13,25,17
-1.9,-4.3,84.0,23.0,35.0,16.1,100.34,-9.0,3,20,22,18,18
-2.5,-4.7,85.0,26.0,26.0,16.1,100.3,-9.0,1,17,18,21,18
-2.7,-4.7,86.0,24.0,30.0,16.1,100.24,-10.0,1,12,13,24,18
-2.6,-4.5,87.0,24.0,26.0,14.5,100.15,-9.0,1,14,15,21,20
-3.1,-5.0,87.0,25.0,24.0,11.3,100.03,-10.0,1,20,21,16,18
-3.6,-5.8,85.0,26.0,18.0,14.5,99.88,-9.0,1,18,19,18,19
-3.9,-5.9,86.0,25.0,17.0,12.9,99.81,-10.0,1,18,19,18,21
-3.5,-5.9,84.0,25.0,15.0,11.3,99.78,-9.0,1,15,16,20,22
-3.0,-5.4,84.0,24.0,24.0,11.3,99.69,-10.0,1,14,15,19,22
-2.8,-5.3,83.0,26.0,21.0,11.3,99.62,-9.0,2,16,18,16,22
-2.6,-5.3,82.0,24.0,17.0,12.9,99.53,-8.0,1,14,14,18,19
-2.3,-5.0,82.0,23.0,17.0,14.5,99.48,-8.0,0,10,10,20,18
-2.1,-4.4,84.0,23.0,21.0,11.3,99.43,-8.0,0,12,13,18,21
-2.2,-4.3,85.0,22.0,22.0,9.7,99.36,-8.0,1,14,15,16,24
-2.1,-4.2,85.0,24.0,18.0,8.1,99.33,-8.0,3,17,20,12,31
-1.9,-4.0,86.0,25.0,17.0,6.4,99.3,-7.0,6,19,25,10,34
-1.4,-3.8,84.0,25.0,15.0,4.8,99.18,-6.0,4,18,22,11,34
-1.3,-3.3,86.0,25.0,17.0,6.4,99.05,-6.0,3,17,20,11,36
-1.1,-3.2,86.0,26.0,22.0,4.8,98.94,-7.0,5,18,23,10,38
-1.1,-2.7,89.0,23.0,21.0,4.0,98.9,-7.0,4,21,25,7,38
-1.0,-2.1,92.0,24.0,22.0,2.4,98.91,-7.0,4,24,28,4,36
-0.7,-1.7,93.0,23.0,22.0,3.2,98.92,-6.0,2,23,25,5,34
-0.4,-1.5,92.0,24.0,21.0,4.8,98.97,-6.0,6,24,30,3,30
0.0,-1.6,89.0,25.0,15.0,4.8,98.99,-4.0,4,21,25,5,28
0.4,-1.5,87.0,24.0,18.0,6.4,98.99,,1,18,19,8,19
1.0,-1.2,85.0,28.0,24.0,14.5,99.0,,1,18,18,10,14
1.1,-1.1,85.0,26.0,21.0,14.5,99.02,,0,14,15,16,9
1.0,-4.6,66.0,30.0,28.0,16.1,99.08,,0,7,7,29,3
0.4,-5.0,67.0,31.0,24.0,16.1,99.13,,0,7,8,24,4
-1.9,-6.1,73.0,33.0,24.0,16.1,99.23,-8.0,0,6,6,26,4
-3.4,-7.9,71.0,31.0,26.0,16.1,99.39,-10.0,0,6,6,27,4
-5.1,-10.3,67.0,32.0,22.0,16.1,99.57,-12.0,0,7,7,26,5
-6.8,-11.5,69.0,33.0,22.0,16.1,99.77,-14.0,0,9,9,24,5
-8.6,-13.2,70.0,33.0,21.0,16.1,99.91,-16.0,0,10,10,22,5
-9.5,-13.5,73.0,32.0,26.0,16.1,100.06,-18.0,0,11,12,22,5
-9.8,-13.8,73.0,32.0,22.0,16.1,100.18,-18.0,0,10,10,25,5
-10.7,-14.9,71.0,33.0,21.0,16.1,100.31,-19.0,1,10,11,26,5
-10.5,-15.5,67.0,33.0,18.0,16.1,100.43,-18.0,2,11,12,26,5
-9.8,-16.6,58.0,32.0,13.0,16.1,100.51,-16.0,4,11,15,26,5
-8.9,-17.2,51.0,33.0,15.0,16.1,100.57,-15.0,3,9,12,29,5
-7.4,-19.1,39.0,4.0,11.0,16.1,100.58,-12.0,3,8,11,30,4
-6.8,-19.3,37.0,10.0,9.0,16.1,100.56,-11.0,3,10,13,30,5
-5.6,-19.3,34.0,,0.0,16.1,100.56,,3,10,12,31,5
-5.7,-20.5,31.0,35.0,11.0,16.1,100.58,-10.0,2,11,13,31,5
-6.3,-20.8,31.0,,5.0,16.1,100.63,-9.0,1,14,15,28,5
-7.1,-20.2,35.0,36.0,9.0,16.1,100.69,-11.0,2,15,17,26,6
-7.8,-18.5,42.0,36.0,15.0,16.1,100.79,-14.0,1,15,16,25,7
-8.9,-18.2,47.0,35.0,17.0,16.1,100.93,-16.0,2,16,17,24,7
-9.7,-17.9,52.0,35.0,22.0,16.1,100.92,-18.0,2,16,17,24,7
-10.2,-17.5,56.0,36.0,17.0,16.1,100.93,-17.0,2,15,16,24,6
-10.2,-17.3,57.0,1.0,21.0,16.1,100.9,-18.0,1,16,17,24,6
-9.9,-17.1,56.0,1.0,13.0,16.1,100.94,-16.0,1,17,19,23,5
-10.4,-17.7,56.0,4.0,22.0,16.1,100.94,-19.0,2,16,18,24,5
-10.3,-17.5,56.0,3.0,21.0,16.1,100.89,-18.0,1,14,15,25,6
-10.3,-17.0,58.0,3.0,26.0,16.1,100.87,-19.0,2,17,19,23,6
-9.6,-13.8,72.0,5.0,26.0,14.5,100.81,-18.0,2,20,22,20,5
-10.0,-12.8,80.0,4.0,26.0,6.4,100.77,-19.0,2,18,20,21,5
-11.0,-13.5,82.0,3.0,28.0,3.2,100.72,-21.0,2,17,19,22,5
-11.4,-13.8,82.0,4.0,28.0,4.0,100.71,-21.0,3,20,23,19,5
-11.6,-14.1,82.0,5.0,34.0,3.2,100.74,-22.0,5,25,30,15,5
-12.0,-15.3,77.0,3.0,26.0,9.7,100.78,-22.0,8,26,34,15,5
-12.5,-16.6,72.0,4.0,26.0,6.4,100.78,-22.0,10,24,34,18,7
-11.3,-14.4,78.0,5.0,30.0,14.5,100.78,-21.0,8,21,29,21,6
-10.8,-14.0,77.0,4.0,22.0,6.4,100.81,-19.0,7,20,27,22,6
-9.5,-12.7,78.0,4.0,28.0,4.0,100.71,-19.0,5,17,22,26,5
-8.6,-12.8,72.0,5.0,32.0,16.1,100.62,-18.0,4,15,19,28,5
-8.1,-13.6,65.0,5.0,32.0,16.1,100.57,-17.0,5,16,20,27,5
-8.2,-13.5,66.0,5.0,28.0,6.4,100.57,-17.0,4,19,23,26,5
-7.9,-13.7,63.0,7.0,30.0,16.1,100.58,-17.0,4,21,24,24,6
-7.9,-15.5,55.0,6.0,32.0,16.1,100.61,-17.0,2,20,22,25,7
-8.1,-16.6,51.0,3.0,18.0,16.1,100.69,-15.0,2,17,19,27,7
-8.3,-16.3,53.0,4.0,26.0,16.1,100.74,-17.0,2,18,20,26,7
-8.6,-15.6,58.0,5.0,30.0,16.1,100.74,-18.0,2,17,19,27,6
-8.9,-16.0,57.0,4.0,21.0,16.1,100.75,-17.0,1,18,20,25,6
-9.0,-15.3,61.0,2.0,15.0,16.1,100.75,-16.0,1,16,17,27,6
-9.3,-15.4,62.0,3.0,21.0,16.1,100.74,-17.0,1,16,17,26,5
-9.4,-15.1,64.0,4.0,18.0,16.1,100.72,-17.0,1,15,16,26,5
-10.0,-14.5,70.0,4.0,22.0,12.9,100.69,-18.0,1,14,15,26,6
-10.1,-14.5,71.0,3.0,17.0,16.1,100.68,-17.0,1,15,16,25,6
-10.7,-13.9,78.0,35.0,13.0,4.8,100.73,-17.0,1,15,16,25,6
