Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
-4.7,-8.2,76.0,26.0,30.0,16.1,100.07,-13.0,9,24,33,11,14
-4.1,-7.9,75.0,25.0,28.0,16.1,100.16,-12.0,8,18,25,18,14
-3.2,-7.5,72.0,25.0,28.0,16.1,100.17,-10.0,6,15,21,23,12
-2.4,-6.9,71.0,24.0,21.0,16.1,100.12,-8.0,8,17,25,21,11
-1.9,-7.7,65.0,27.0,18.0,16.1,100.06,-7.0,5,13,18,25,11
-1.5,-7.5,64.0,26.0,17.0,16.1,100.04,-7.0,3,14,17,25,12
-1.6,-7.3,65.0,24.0,17.0,16.1,100.07,-7.0,2,17,19,22,13
-1.8,-7.2,67.0,24.0,11.0,16.1,100.13,-6.0,2,22,24,17,13
-1.8,-7.0,68.0,26.0,11.0,16.1,100.16,-6.0,1,22,23,16,16
-1.6,-7.1,66.0,25.0,4.0,16.1,100.23,-3.0,1,28,29,11,17
-2.2,-5.2,80.0,22.0,8.0,4.8,100.28,-5.0,4,37,41,4,19
-2.5,-4.8,84.0,17.0,4.0,16.1,100.3,-4.0,5,33,38,6,22
-2.3,-4.0,88.0,7.0,9.0,8.1,100.23,-6.0,4,30,34,7,23
-1.7,-3.1,90.0,7.0,15.0,14.5,100.15,-7.0,3,26,30,11,22
-1.5,-2.6,92.0,7.0,21.0,16.1,100.13,-7.0,3,26,29,12,17
-1.6,-2.7,92.0,6.0,22.0,12.9,100.06,-8.0,4,30,34,8,19
-0.9,-2.2,91.0,6.0,15.0,11.3,100.06,-6.0,3,29,32,8,20
-1.1,-2.2,92.0,6.0,15.0,9.7,100.02,-6.0,3,28,31,9,18
0.9,-1.0,87.0,9.0,22.0,16.1,99.98,,2,15,17,18,15
1.4,-0.5,87.0,10.0,21.0,16.1,99.95,,2,11,13,20,15
1.7,-0.1,88.0,8.0,22.0,16.1,99.91,,2,11,13,20,13
2.0,0.1,87.0,9.0,26.0,16.1,99.8,,2,12,14,23,10
1.6,0.9,95.0,7.0,35.0,11.3,99.8,,4,18,23,17,9
1.7,1.0,95.0,7.0,26.0,12.9,99.78,,6,21,27,14,11
1.8,1.2,96.0,6.0,30.0,8.1,99.73,,7,20,27,13,11
2.0,1.3,95.0,6.0,34.0,9.7,99.67,,7,19,25,15,11
2.1,1.4,95.0,6.0,41.0,11.3,99.61,,6,19,26,15,11
2.6,2.0,96.0,6.0,28.0,9.7,99.54,,10,24,34,12,12
3.5,2.6,94.0,6.0,28.0,11.3,99.39,,5,17,23,15,11
2.4,1.7,95.0,6.0,32.0,6.4,99.34,,5,18,23,16,11
2.1,1.7,97.0,6.0,37.0,6.4,99.2,,3,17,20,17,11
2.0,1.3,95.0,7.0,32.0,8.1,99.2,,3,17,19,17,12
1.7,1.0,95.0,6.0,35.0,9.7,99.12,,3,17,20,17,13
1.8,1.1,95.0,7.0,35.0,16.1,99.12,,3,17,19,17,14
2.3,1.7,96.0,6.0,32.0,8.1,99.05,,3,17,20,16,13
3.0,2.6,97.0,6.0,24.0,4.8,98.96,,2,17,19,16,13
3.2,2.8,97.0,6.0,22.0,4.8,98.86,,2,21,23,15,14
4.7,3.7,93.0,8.0,15.0,16.1,98.7,,2,30,32,13,10
5.1,3.0,86.0,,17.0,16.1,98.67,,1,19,19,25,10
4.2,3.3,94.0,20.0,13.0,9.7,98.62,,0,18,19,21,8
3.9,3.0,94.0,20.0,15.0,11.3,98.51,,0,11,12,30,9
4.0,3.0,93.0,20.0,24.0,16.1,98.46,,0,8,9,33,6
4.0,2.9,92.0,21.0,30.0,16.1,98.43,,0,8,8,31,6
3.7,2.8,94.0,22.0,28.0,16.1,98.43,,0,14,15,23,6
3.3,2.6,95.0,23.0,21.0,16.1,98.46,,1,17,18,16,7
3.2,2.3,94.0,24.0,18.0,16.1,98.53,,3,17,20,13,8
3.0,1.7,91.0,24.0,13.0,16.1,98.57,,2,17,19,13,9
2.6,-0.4,81.0,26.0,34.0,16.1,98.78,,1,9,10,20,5
1.2,-1.4,83.0,29.0,30.0,16.1,98.96,,1,8,9,21,5
0.6,-2.6,79.0,26.0,37.0,16.1,99.1,,3,8,11,22,5
0.5,-3.9,73.0,29.0,32.0,16.1,99.16,,3,7,10,23,4
1.5,-4.8,63.0,29.0,35.0,16.1,99.21,,4,7,11,25,4
0.6,-6.3,60.0,29.0,41.0,16.1,99.21,,5,8,13,29,4
-0.5,-6.5,64.0,29.0,35.0,16.1,99.3,-8.0,1,5,6,32,4
-0.8,-7.3,62.0,29.0,37.0,16.1,99.46,-8.0,1,5,6,31,5
-1.5,-7.5,64.0,28.0,35.0,16.1,99.59,-9.0,0,5,6,31,5
-1.8,-7.8,64.0,29.0,30.0,16.1,99.76,-9.0,0,6,6,33,4
-1.8,-8.3,61.0,27.0,28.0,16.1,99.86,-9.0,0,8,8,33,4
-1.9,-7.3,67.0,27.0,28.0,16.1,99.94,-9.0,0,11,11,30,4
-2.1,-6.3,73.0,27.0,21.0,16.1,100.0,-8.0,0,10,10,30,4
-2.3,-5.5,79.0,26.0,22.0,16.1,100.0,-8.0,1,15,16,24,5
-2.0,-5.2,79.0,25.0,26.0,16.1,100.05,-9.0,2,17,19,22,4
-1.8,-5.1,78.0,25.0,18.0,16.1,100.09,-7.0,1,14,15,25,4
-1.5,-5.9,72.0,23.0,26.0,16.1,100.12,-8.0,1,9,10,29,4
-1.5,-6.2,70.0,24.0,32.0,16.1,100.09,-9.0,1,11,12,26,4
-1.2,-5.3,74.0,24.0,30.0,16.1,100.05,-8.0,0,10,10,27,4
-0.6,-6.2,66.0,23.0,37.0,16.1,100.11,-8.0,9999,9999,9999,9999,4
-0.4,-5.9,67.0,23.0,32.0,16.1,100.04,-7.0,1,10,11,28,4
-0.4,-5.7,67.0,24.0,34.0,16.1,99.99,-7.0,1,12,13,25,4
-0.2,-6.5,63.0,23.0,24.0,16.1,99.94,-6.0,0,9,9,28,4
-0.2,-6.0,65.0,23.0,30.0,16.1,100.02,-7.0,1,10,11,26,6
-0.2,-5.8,66.0,24.0,21.0,16.1,99.99,-6.0,1,11,12,25,7
-0.3,-5.9,66.0,24.0,18.0,16.1,99.95,-5.0,1,12,13,23,9
-0.6,-5.1,72.0,25.0,17.0,16.1,99.94,-6.0,1,10,11,25,9
-0.2,-4.7,72.0,24.0,21.0,16.1,99.95,-6.0,2,9,11,25,9
0.1,-6.0,64.0,25.0,22.0,16.1,99.87,,2,10,12,24,10
-1.8,-5.9,74.0,28.0,30.0,16.1,99.81,-9.0,1,8,10,28,6
-1.8,-8.4,61.0,27.0,22.0,16.1,99.75,-8.0,1,8,8,29,6
-3.2,-10.3,58.0,29.0,26.0,16.1,99.8,-10.0,1,7,7,30,6
-4.6,-10.7,63.0,26.0,34.0,16.1,99.85,-13.0,0,8,8,29,6
-5.5,-10.0,71.0,30.0,26.0,11.3,99.86,-13.0,0,8,8,28,6
-6.6,-12.4,64.0,28.0,26.0,16.1,99.92,-15.0,0,7,8,27,6
-7.7,-12.9,67.0,27.0,28.0,16.1,99.92,-16.0,0,7,7,28,5
-8.5,-14.8,61.0,27.0,26.0,16.1,99.95,-17.0,0,7,7,27,5
-8.8,-13.9,67.0,27.0,34.0,16.1,99.93,-18.0,1,10,10,24,5
-9.0,-12.5,76.0,25.0,28.0,16.1,99.92,-18.0,1,10,11,23,4
-8.6,-12.2,75.0,26.0,28.0,16.1,99.92,-17.0,0,7,8,24,5
-8.5,-12.4,73.0,27.0,35.0,16.1,99.9,-18.0,0,9,9,23,5
-8.1,-12.8,69.0,28.0,26.0,16.1,99.92,-16.0,0,7,7,30,4
-8.7,-16.3,55.0,29.0,24.0,16.1,99.99,-17.0,0,8,8,31,4
-9.1,-18.0,49.0,27.0,26.0,16.1,100.08,-18.0,0,8,8,32,3
-9.4,-18.1,50.0,29.0,24.0,16.1,100.12,-18.0,0,9,9,31,3
-8.5,-16.5,53.0,28.0,30.0,16.1,100.16,-18.0,0,9,9,31,3
-9.6,-15.0,65.0,28.0,24.0,16.1,100.18,-18.0,0,16,16,24,3
-9.8,-14.7,68.0,28.0,24.0,16.1,100.22,-18.0,0,21,22,20,3
-10.0,-12.3,83.0,29.0,17.0,2.8,100.26,-17.0,2,22,24,20,3
-9.5,-11.5,85.0,29.0,24.0,1.2,100.28,-18.0,3,15,18,25,3
-9.2,-11.8,82.0,29.0,21.0,2.8,100.32,-17.0,3,12,15,28,3
-8.9,-12.3,77.0,29.0,28.0,2.8,100.36,-18.0,3,10,13,30,3
-8.2,-11.8,75.0,27.0,22.0,16.1,100.34,-16.0,3,9,12,31,2
-7.0,-14.0,58.0,28.0,30.0,16.1,100.31,-16.0,2,7,9,33,3
-6.8,-15.0,53.0,28.0,35.0,16.1,100.34,-16.0,2,7,8,33,3
-6.9,-15.4,51.0,28.0,34.0,16.1,100.41,-16.0,1,7,9,32,3
-7.3,-15.3,53.0,28.0,32.0,16.1,100.5,-16.0,1,9,10,31,3
-8.0,-15.2,56.0,29.0,22.0,16.1,100.56,-16.0,1,10,10,30,4
-8.0,-15.6,55.0,29.0,18.0,16.1,100.65,-15.0,0,9,10,30,3
-8.8,-13.1,71.0,29.0,13.0,16.1,100.71,-15.0,0,14,15,25,3
-9.0,-11.7,81.0,28.0,11.0,4.0,100.77,-14.0,0,17,17,22,3
-8.9,-11.0,85.0,28.0,13.0,3.2,100.78,-15.0,1,21,21,19,3
-8.5,-11.0,82.0,29.0,18.0,16.1,100.78,-16.0,1,20,21,19,3
-8.5,-13.5,68.0,28.0,17.0,16.1,100.84,-15.0,1,12,13,25,3
-8.9,-14.4,65.0,29.0,17.0,16.1,100.88,-16.0,1,12,13,24,4
-9.8,-14.8,67.0,30.0,21.0,16.1,100.91,-18.0,1,13,14,24,4
-10.5,-14.8,71.0,32.0,18.0,16.1,100.98,-18.0,1,13,14,23,4
-11.8,-15.9,72.0,32.0,18.0,16.1,101.08,-20.0,0,15,15,21,4
-12.5,-16.1,75.0,33.0,17.0,16.1,101.11,-20.0,0,17,17,19,4
-12.8,-16.4,75.0,31.0,13.0,16.1,101.17,-20.0,1,24,25,12,4
-12.3,-16.0,74.0,30.0,15.0,16.1,101.22,-20.0,2,28,30,10,3
-11.3,-15.9,69.0,28.0,22.0,16.1,101.3,-20.0,2,22,24,17,3
-10.8,-14.7,73.0,28.0,21.0,16.1,101.37,-19.0,3,20,23,19,3
-8.7,-13.4,69.0,29.0,21.0,16.1,101.39,-16.0,4,17,21,22,3
-7.6,-12.9,66.0,28.0,24.0,16.1,101.39,-16.0,3,10,13,28,3
-5.8,-11.6,64.0,29.0,35.0,16.1,101.4,-15.0,2,6,8,32,3
-4.4,-10.5,63.0,29.0,34.0,16.1,101.38,-13.0,2,6,8,33,4
-3.4,-11.1,55.0,29.0,41.0,16.1,101.35,-12.0,1,6,7,33,4
-3.3,-9.1,64.0,27.0,39.0,16.1,101.36,-12.0,1,8,9,31,4
-3.3,-8.8,66.0,28.0,30.0,16.1,101.42,-11.0,1,11,12,28,4
-3.1,-8.7,66.0,29.0,35.0,16.1,101.46,-11.0,1,12,13,27,4
-3.8,-8.2,72.0,27.0,30.0,16.1,101.54,-11.0,1,15,15,25,4
-3.4,-7.9,71.0,27.0,30.0,16.1,101.6,-11.0,1,19,19,21,4
-3.3,-7.1,75.0,26.0,32.0,16.1,101.64,-11.0,1,19,20,20,4
-3.0,-6.8,75.0,25.0,30.0,16.1,101.66,-10.0,0,16,16,24,4
-3.1,-7.5,72.0,27.0,30.0,16.1,101.67,-11.0,0,12,13,27,4
-3.2,-7.5,72.0,28.0,24.0,16.1,101.71,-10.0,0,16,17,23,4
-3.5,-7.2,76.0,26.0,26.0,16.1,101.71,-11.0,0,16,16,24,3
-3.2,-7.1,75.0,25.0,24.0,16.1,101.71,-10.0,0,15,15,25,3
-2.7,-7.5,70.0,27.0,21.0,16.1,101.71,-9.0,0,7,7,33,3
-2.8,-7.6,70.0,29.0,17.0,16.1,101.71,-8.0,0,6,7,33,3
-2.9,-7.5,71.0,28.0,17.0,16.1,101.7,-8.0,0,6,6,33,3
-3.1,-7.6,71.0,28.0,15.0,16.1,101.7,-8.0,0,7,8,31,3
-3.2,-8.1,69.0,27.0,18.0,16.1,101.66,-9.0,0,7,7,31,3
-3.3,-8.5,68.0,29.0,15.0,16.1,101.66,-8.0,0,7,8,31,3
-3.9,-7.3,78.0,24.0,28.0,16.1,101.68,-11.0,2,19,21,19,4
-4.6,-7.6,80.0,25.0,24.0,16.1,101.69,-12.0,3,26,29,12,4
-4.6,-8.2,76.0,28.0,13.0,16.1,101.66,-10.0,3,24,27,13,5
-4.2,-8.2,74.0,26.0,15.0,16.1,101.63,-10.0,6,24,30,14,7
-3.8,-8.1,72.0,26.0,15.0,16.1,101.58,-9.0,5,21,26,17,8
-3.5,-8.5,68.0,27.0,15.0,16.1,101.5,-9.0,5,19,24,20,7
-3.2,-8.4,68.0,27.0,15.0,16.1,101.38,-8.0,3,16,20,22,8
-3.0,-8.7,65.0,26.0,11.0,16.1,101.28,-7.0,2,13,15,26,7
-3.2,-8.8,65.0,22.0,9.0,16.1,101.22,-7.0,1,13,14,26,7
-3.1,-9.0,64.0,23.0,11.0,16.1,101.19,-7.0,1,18,19,21,8
-3.2,-9.4,63.0,28.0,15.0,16.1,101.2,-8.0,1,21,22,19,9
-3.8,-8.5,70.0,28.0,13.0,16.1,101.22,-9.0,1,27,28,13,9
-4.3,-7.3,80.0,27.0,17.0,16.1,101.25,-10.0,1,28,29,12,9
-4.6,-7.1,83.0,28.0,15.0,8.1,101.26,-10.0,1,22,22,17,9
-4.9,-7.2,84.0,29.0,15.0,8.1,101.28,-10.0,1,22,23,17,8
-4.9,-8.1,78.0,30.0,13.0,16.1,101.27,-10.0,0,17,17,21,9
-5.3,-9.1,75.0,31.0,15.0,16.1,101.28,-11.0,0,20,20,18,8
-5.8,-9.0,78.0,29.0,13.0,16.1,101.32,-11.0,1,26,27,11,8
-6.2,-9.1,80.0,30.0,11.0,16.1,101.32,-11.0,3,34,37,4,9
-6.3,-9.2,80.0,31.0,11.0,16.1,101.39,-11.0,3,28,31,9,10
-6.0,-9.1,79.0,30.0,11.0,16.1,101.43,-11.0,1,23,25,13,10
-6.1,-9.3,78.0,31.0,13.0,16.1,101.45,-11.0,1,27,28,9,11
-5.8,-8.9,79.0,31.0,9.0,16.1,101.47,-10.0,1,28,29,8,12
-5.7,-8.5,81.0,31.0,15.0,16.1,101.47,-11.0,5,34,39,3,12
-5.2,-8.1,80.0,32.0,11.0,16.1,101.52,-10.0,17,38,55,1,12
-4.9,-7.8,80.0,31.0,11.0,16.1,101.57,-9.0,9,33,42,8,8
-4.1,-9.9,64.0,35.0,11.0,16.1,101.61,-9.0,9,28,37,15,8
-3.7,-10.3,61.0,31.0,15.0,16.1,101.66,-9.0,5,17,22,24,10
-2.8,-9.7,59.0,33.0,9.0,16.1,101.73,-6.0,3,13,16,28,11
-2.6,-9.6,59.0,34.0,9.0,16.1,101.7,-6.0,2,10,13,30,12
-2.7,-9.7,59.0,27.0,11.0,16.1,101.68,-7.0,2,12,14,29,10
-2.9,-10.3,57.0,4.0,8.0,16.1,101.61,-6.0,2,12,14,29,9
-2.6,-10.2,56.0,28.0,13.0,16.1,101.65,-7.0,2,15,17,26,8
-2.9,-11.2,53.0,30.0,17.0,16.1,101.69,-8.0,1,12,13,29,7
-3.2,-10.1,59.0,31.0,13.0,16.1,101.72,-8.0,1,16,17,26,7
-3.4,-10.8,57.0,31.0,11.0,16.1,101.76,-8.0,1,17,18,26,6
-3.6,-11.8,53.0,32.0,15.0,16.1,101.83,-9.0,1,16,18,27,7
-4.0,-13.7,47.0,35.0,8.0,16.1,101.85,-7.0,1,23,24,22,8
-4.4,-13.5,49.0,34.0,11.0,16.1,101.87,-9.0,2,28,30,17,8
-4.8,-12.5,55.0,32.0,13.0,16.1,101.91,-10.0,1,27,28,17,12
-5.4,-11.8,61.0,31.0,9.0,16.1,101.91,-9.0,1,34,36,9,10
-5.8,-11.4,65.0,32.0,11.0,16.1,101.9,-11.0,7,41,48,4,9
-5.8,-11.2,66.0,32.0,8.0,16.1,101.92,-10.0,13,45,58,3,9
-5.2,-13.0,55.0,34.0,5.0,16.1,101.86,-7.0,4,35,39,10,8
-5.2,-13.8,51.0,2.0,11.0,16.1,101.84,-10.0,4,36,39,10,7
-5.6,-14.9,48.0,5.0,17.0,16.1,101.82,-12.0,3,32,35,14,7
-5.8,-14.7,50.0,5.0,13.0,16.1,101.81,-11.0,3,32,35,14,7
-6.3,-15.1,50.0,6.0,13.0,16.1,101.86,-12.0,5,37,42,10,6
-5.1,-15.2,45.0,6.0,9.0,16.1,101.91,-9.0,15,45,60,5,9
-5.1,-14.5,48.0,6.0,9.0,16.1,101.93,-9.0,25,47,72,4,10
-3.9,-11.5,56.0,6.0,9.0,16.1,101.88,-8.0,27,45,72,7,8
-3.6,-11.3,55.0,6.0,11.0,16.1,101.88,-8.0,23,40,63,10,6
-2.9,-10.9,54.0,6.0,11.0,16.1,101.9,-7.0,11,26,37,21,5
-2.9,-8.4,66.0,9.0,5.0,16.1,101.83,-5.0,6,21,27,25,4
-2.6,-8.5,64.0,9.0,9.0,16.1,101.64,-6.0,4,14,18,31,4
-2.2,-8.6,62.0,6.0,18.0,16.1,101.6,-8.0,3,14,17,31,4
-2.3,-8.9,61.0,7.0,17.0,16.1,101.6,-8.0,3,17,19,28,5
-2.4,-10.3,55.0,7.0,13.0,16.1,101.58,-7.0,2,19,21,26,6
-2.8,-10.5,56.0,7.0,17.0,16.1,101.52,-8.0,2,27,30,18,6
-3.1,-10.1,59.0,7.0,15.0,16.1,101.51,-8.0,2,22,24,22,6
-3.3,-10.5,58.0,6.0,21.0,16.1,101.53,-10.0,2,24,25,21,6
-3.2,-10.5,57.0,6.0,15.0,16.1,101.58,-8.0,1,22,24,21,5
-3.6,-10.3,60.0,4.0,15.0,16.1,101.54,-9.0,2,23,25,20,5
-4.2,-10.4,62.0,4.0,21.0,16.1,101.46,-11.0,2,19,20,22,5
-4.6,-10.2,65.0,4.0,18.0,16.1,101.48,-11.0,2,19,21,21,5
-4.9,-10.0,68.0,3.0,24.0,16.1,101.44,-12.0,1,16,18,22,6
-5.6,-10.6,68.0,5.0,21.0,16.1,101.39,-12.0,2,15,17,22,6
-6.0,-10.8,69.0,5.0,28.0,16.1,101.35,-14.0,1,15,16,21,5
-6.6,-10.4,74.0,3.0,24.0,16.1,101.23,-14.0,2,13,15,22,5
-7.1,-11.2,73.0,5.0,18.0,16.1,101.26,-14.0,1,13,14,22,4
-7.7,-11.8,72.0,3.0,18.0,16.1,101.19,-15.0,1,13,14,23,4
-7.7,-12.2,70.0,2.0,13.0,16.1,101.14,-13.0,1,14,15,22,4
-7.9,-13.0,67.0,36.0,26.0,16.1,101.12,-16.0,1,15,16,22,4
-8.3,-13.4,67.0,2.0,11.0,16.1,101.17,-14.0,2,16,19,20,3
-8.2,-13.2,68.0,1.0,17.0,16.1,101.12,-15.0,4,15,20,21,3
-7.0,-13.2,62.0,2.0,13.0,16.1,101.13,-13.0,5,13,18,24,3
-5.8,-13.2,56.0,4.0,22.0,16.1,101.11,-13.0,4,11,16,27,3
-5.1,-13.4,52.0,5.0,13.0,16.1,101.06,-10.0,4,11,15,27,3
-4.0,-13.0,50.0,31.0,13.0,16.1,100.96,-9.0,3,11,14,28,4
-3.3,-13.4,46.0,34.0,5.0,16.1,100.85,-5.0,3,14,17,29,4
-1.9,-13.9,40.0,34.0,17.0,16.1,100.77,-7.0,2,12,14,32,3
-2.6,-13.5,43.0,31.0,21.0,16.1,100.79,-9.0,1,11,12,31,4
-4.1,-13.0,50.0,32.0,18.0,16.1,100.82,-10.0,0,12,12,28,5
-5.5,-12.5,58.0,32.0,11.0,16.1,100.91,-10.0,0,15,15,24,5
-5.8,-11.5,65.0,32.0,15.0,16.1,100.94,-12.0,0,15,15,23,6
-6.2,-10.3,73.0,33.0,18.0,16.1,100.92,-13.0,0,17,17,21,7
-6.2,-10.8,70.0,34.0,17.0,16.1,100.9,-12.0,0,18,18,20,6
-6.5,-10.8,72.0,33.0,15.0,16.1,100.87,-12.0,1,21,22,17,5
-6.2,-11.0,69.0,35.0,15.0,16.1,100.83,-12.0,1,29,30,11,5
-6.7,-10.9,72.0,32.0,5.0,16.1,100.83,-9.0,1,25,26,14,6
-7.2,-10.2,79.0,30.0,11.0,16.1,100.79,-12.0,3,34,38,6,7
-7.4,-10.0,82.0,30.0,9.0,16.1,100.81,-12.0,8,38,45,3,6
-7.3,-9.7,83.0,29.0,17.0,16.1,100.83,-14.0,9999,9999,9999,9999,7
-7.8,-10.2,83.0,31.0,9.0,16.1,100.8,-12.0,1,28,29,10,7
-7.7,-10.3,82.0,30.0,8.0,16.1,100.84,-12.0,0,21,21,18,7
-7.6,-10.2,82.0,30.0,9.0,16.1,100.83,-12.0,0,22,22,17,6
-7.5,-10.3,81.0,31.0,5.0,16.1,100.87,-10.0,0,27,27,13,6
-6.3,-9.4,79.0,,0.0,16.1,100.85,,4,29,33,13,6
-5.5,-8.9,77.0,17.0,4.0,16.1,100.92,-7.0,1,16,18,24,6
-4.7,-7.0,84.0,25.0,17.0,16.1,100.96,-11.0,5,21,26,19,7
-3.7,-6.3,82.0,22.0,17.0,16.1,100.97,-9.0,2,14,17,24,8
-2.8,-6.1,78.0,23.0,17.0,16.1,100.88,-8.0,3,13,16,24,11
-2.3,-6.1,75.0,23.0,24.0,16.1,100.83,-9.0,2,13,15,25,12
-1.4,-5.4,74.0,25.0,21.0,16.1,100.79,-7.0,2,14,16,25,12
-0.6,-5.4,70.0,23.0,13.0,16.1,100.71,-5.0,1,11,12,29,12
-0.2,-5.1,70.0,24.0,18.0,16.1,100.7,-5.0,0,11,11,29,12
0.2,-3.5,76.0,22.0,22.0,16.1,100.68,,0,11,12,28,13
0.3,-4.5,71.0,23.0,30.0,16.1,100.74,,0,14,14,26,13
0.4,-3.9,73.0,24.0,22.0,16.1,100.79,,0,11,12,28,15
0.3,-4.2,72.0,24.0,18.0,16.1,100.84,,1,13,14,27,16
0.1,-4.3,72.0,25.0,18.0,16.1,100.88,,1,15,16,25,17
0.1,-4.0,74.0,25.0,17.0,16.1,100.88,,1,16,17,23,19
0.0,-3.9,75.0,24.0,11.0,16.1,100.86,-4.0,0,13,13,26,21
0.1,-4.0,74.0,24.0,9.0,16.1,100.9,,0,12,12,26,23
0.0,-4.1,74.0,24.0,5.0,16.1,100.91,-2.0,0,10,10,28,23
0.2,-3.5,76.0,25.0,5.0,16.1,100.93,,0,12,12,25,21
0.4,-3.3,76.0,32.0,4.0,16.1,100.97,,0,11,11,26,21
0.0,-3.4,78.0,,0.0,16.1,100.97,,0,13,13,25,22
-0.5,-3.0,83.0,,0.0,16.1,101.0,,0,16,16,20,22
0.8,-2.3,80.0,,4.0,16.1,101.03,,0,16,16,19,19
1.2,-1.6,82.0,24.0,11.0,16.1,101.06,,1,21,22,14,19
1.5,-1.8,79.0,22.0,13.0,16.1,101.09,,1,20,20,17,21
1.7,-2.4,74.0,20.0,22.0,16.1,101.08,,1,15,16,23,16
1.7,-2.9,72.0,19.0,21.0,16.1,101.08,,2,13,15,26,13
2.1,-3.0,69.0,18.0,17.0,16.1,101.09,,3,13,17,26,13
2.3,-3.3,67.0,17.0,18.0,16.1,101.01,,3,14,17,27,12
2.0,-4.4,63.0,15.0,15.0,16.1,100.9,,8,25,33,18,12
2.7,-4.6,59.0,15.0,17.0,16.1,100.82,,7,22,29,21,13
3.0,-4.4,58.0,14.0,15.0,16.1,100.76,,6,25,31,20,12
3.1,-4.3,58.0,15.0,13.0,16.1,100.7,,4,29,33,17,11
2.4,-3.9,63.0,12.0,9.0,16.1,100.66,,3,30,33,17,13
2.0,-3.3,68.0,9.0,8.0,16.1,100.62,,2,29,31,18,14
1.6,-2.6,74.0,7.0,11.0,16.1,100.57,,3,36,38,12,18
0.9,-1.3,85.0,7.0,15.0,16.1,100.48,,3,31,33,15,18
2.3,0.5,88.0,7.0,9.0,16.1,100.37,,3,33,35,13,16
2.7,-0.9,77.0,8.0,8.0,16.1,100.26,,3,31,34,14,12
2.6,-0.8,78.0,8.0,9.0,16.1,100.17,,1,16,17,27,7
4.3,-1.1,68.0,15.0,5.0,16.1,100.09,,0,11,12,31,6
3.8,1.5,85.0,21.0,22.0,16.1,100.04,,0,9,9,34,7
3.3,2.0,91.0,21.0,17.0,16.1,99.95,,0,9,10,33,7
3.6,2.3,91.0,18.0,9.0,16.1,99.89,,0,8,9,34,6
3.9,2.3,89.0,20.0,11.0,16.1,99.79,,0,8,8,34,6
4.6,2.3,85.0,21.0,21.0,16.1,99.71,,0,8,9,33,5
4.1,2.5,89.0,22.0,13.0,16.1,99.65,,0,11,11,29,6
3.7,2.7,93.0,23.0,8.0,16.1,99.62,,0,13,13,27,6
4.4,3.2,92.0,21.0,24.0,16.1,99.54,,1,14,15,25,6
4.4,3.2,92.0,22.0,24.0,16.1,99.53,,1,14,16,25,6
5.5,3.7,88.0,22.0,32.0,16.1,99.49,,2,12,14,26,7
5.9,2.6,79.0,24.0,43.0,16.1,99.56,,2,11,13,22,12
4.6,1.9,83.0,24.0,35.0,16.1,99.64,,4,14,19,13,11
4.4,1.1,79.0,24.0,35.0,16.1,99.71,,4,14,18,14,8
4.4,-0.7,69.0,25.0,43.0,16.1,99.79,,3,12,15,16,13
4.0,-0.6,72.0,26.0,41.0,16.1,99.91,,2,13,15,15,19
3.5,0.0,78.0,23.0,30.0,16.1,100.03,,5,19,24,10,18
3.4,-0.4,76.0,25.0,35.0,16.1,100.12,,7,18,25,10,21
3.3,-0.9,74.0,24.0,35.0,16.1,100.23,,4,16,20,11,20
3.1,-1.0,74.0,25.0,37.0,16.1,100.3,,4,14,19,12,14
2.4,-0.8,80.0,25.0,35.0,16.1,100.39,,5,17,22,10,13
1.9,-0.1,87.0,24.0,28.0,16.1,100.41,,6,17,23,9,12
2.0,-0.8,82.0,24.0,34.0,16.1,100.41,,4,17,21,11,9
2.0,-0.9,81.0,24.0,28.0,16.1,100.45,,4,16,20,12,10
2.0,-1.0,81.0,24.0,30.0,16.1,100.47,,6,16,22,12,10
1.6,-0.8,84.0,25.0,28.0,16.1,100.46,,4,15,19,12,10
1.5,-0.5,86.0,24.0,26.0,16.1,100.46,,5,15,20,11,11
1.3,-0.7,87.0,24.0,30.0,16.1,100.49,,3,13,16,12,9
1.0,-0.5,90.0,28.0,24.0,16.1,100.51,,1,9,10,21,4
-1.0,-3.2,85.0,33.0,15.0,4.8,100.66,-6.0,0,9,10,23,4
-1.1,-4.1,80.0,31.0,13.0,16.1,100.78,-5.0,1,13,14,19,4
-1.0,-4.9,75.0,30.0,24.0,16.1,100.9,-7.0,1,15,16,19,5
-1.6,-7.1,66.0,31.0,15.0,16.1,101.02,-6.0,1,16,17,21,6
-1.5,-7.6,63.0,29.0,17.0,16.1,101.1,-7.0,2,12,14,25,5
-1.2,-7.9,60.0,27.0,17.0,16.1,101.12,-6.0,2,10,12,28,4
-0.8,-8.4,57.0,29.0,17.0,16.1,101.19,-6.0,2,8,10,31,6
0.3,-8.6,51.0,28.0,15.0,16.1,101.15,,-999,-999,-999,-999,5
0.9,-9.2,47.0,28.0,24.0,16.1,101.16,,-999,-999,-999,-999,5
1.4,-8.8,47.0,29.0,17.0,11.3,101.08,,1,6,7,34,4
0.3,-8.6,51.0,27.0,15.0,16.1,101.0,,1,7,8,33,5
0.8,-8.4,50.0,26.0,22.0,16.1,100.96,,1,10,12,30,5
0.7,-8.0,52.0,24.0,22.0,16.1,100.92,,1,13,14,26,5
